word,query,dmetaphone_sim,dmetaphone_ed,metaphone_sim,metaphone_ed,nysiis_sim,nysiis_ed,soundex_sim,soundex_ed,og_sim,og_ed,label
darvon,darvon,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
darvon,darvon,0.6667,2,0.6667,2,0.7778,2,0.6667,2,0.7778,2,0
darvon,darvon,0.8667,1,0.8667,1,0.8944,2,0.8667,1,0.8944,2,0
darvon,daarvon,1.0,0,1.0,0,1.0,0,1.0,0,0.9619,1,1
darvon,darvonu,0.8333,1,0.8333,1,0.8889,1,0.8333,1,0.8095,2,0
darvon,darvonu,1.0,0,1.0,0,1.0,0,1.0,0,0.981,1,1
darvon,adrvon,0.9333,1,0.9333,1,0.9444,2,0.6667,3,0.9444,2,1
darvon,dravon,0.6667,2,0.6667,2,0.6944,2,0.6667,2,0.5794,3,0
darvon,dravon,1.0,0,1.0,0,0.95,2,1.0,0,0.95,2,1
darzalex,darzalex,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
darzalex,darzalexb,0.981,1,0.981,1,0.9653,2,1.0,0,0.9926,1,1
darzalex,darzalexp,0.981,1,0.981,1,0.9653,2,1.0,0,0.9926,1,1
darzalex,darzallex,1.0,0,1.0,0,1.0,0,1.0,0,0.9852,1,1
darzalex,darzaelx,1.0,0,1.0,0,0.9476,2,1.0,0,0.9792,2,1
dasatinib,dasatinib,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dasatinib,daatinib,0.94,1,0.94,1,0.8646,2,0.85,2,0.9704,1,1
dasatinib,dasatiniib,1.0,0,1.0,0,1.0,0,1.0,0,0.9933,1,1
dasatinib,dasatniib,1.0,0,1.0,0,0.9606,1,1.0,0,0.9815,2,1
datscan,datscan,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
datscan,datscaan,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
datscan,adtscan,0.8667,1,0.8667,1,0.9524,2,0.8333,1,0.9524,2,1
datscan,datsacn,1.0,0,1.0,0,0.9714,2,0.8833,1,0.9714,2,1
daurismo,daurismo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
daurismo,dauriismo,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
daurismo,dauurismo,1.0,0,1.0,0,1.0,0,1.0,0,0.9741,1,1
daurismo,adurismo,0.9333,1,0.9333,1,0.8413,1,0.6667,3,0.9583,2,1
daurismo,daurisom,1.0,0,1.0,0,0.9762,1,1.0,0,0.9833,2,1
daurismo,daursimo,1.0,0,1.0,0,0.9611,2,1.0,0,0.975,2,1
daypro,daypro,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
daypro,daypro,0.7222,2,0.7222,2,0.6667,2,0.6667,3,0.8222,2,0
daypro,daaypro,1.0,0,1.0,0,0.94,1,1.0,0,0.9619,1,1
daypro,daypro3,1.0,0,1.0,0,1.0,0,1.0,0,0.981,1,1
daypro,dypro,1.0,0,1.0,0,0.85,1,1.0,0,0.95,1,1
daypro,dypro,0.7778,1,0.7778,1,0.8333,1,0.8333,1,0.7333,2,0
daypro,dypro,0.7222,2,0.7222,2,0.8333,2,0.6667,3,0.7333,2,0
daypro,dayrpo,0.9,2,0.9,2,0.9333,2,0.925,2,0.9611,2,1
dayvigo,dayvigo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dayvigo,dayvgo,1.0,0,1.0,0,0.9533,1,1.0,0,0.9714,1,1
dayvigo,dayvgo,0.6,2,0.6,2,0.7333,2,0.8667,1,0.8444,2,0
dayvigo,dayviggo,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
dayvigo,dyvigo,1.0,0,1.0,0,0.805,1,1.0,0,0.9571,1,1
dayvigo,davyigo,1.0,0,1.0,0,0.805,1,1.0,0,0.9619,2,1
ddavp,ddavp,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
ddavp,davp,1.0,0,1.0,0,1.0,0,1.0,0,0.94,1,1
ddavp,davp,0.5556,2,0.5556,2,0.7222,2,0.6667,2,0.7222,2,0
ddavp,ddavvp,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
ddavp,dddavp,0.925,1,0.925,1,1.0,0,1.0,0,0.9556,1,1
ddavp,ddtavp,0.925,1,0.925,1,0.94,1,1.0,0,0.9556,1,1
ddavp,ddvap,1.0,0,1.0,0,0.925,2,0.8667,1,0.9467,2,1
decaderm,decaderm,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
decaderm,decaderm,0.8667,2,0.8667,2,0.75,2,0.6667,2,0.75,2,0
decaderm,deaderm,0.94,1,0.94,1,0.8889,2,0.85,2,0.9667,1,1
decaderm,deaderm,0.9333,1,0.9333,1,0.7528,3,0.6667,3,0.7857,2,0
decaderm,deecaderm,1.0,0,1.0,0,1.0,0,1.0,0,0.9037,1,1
decaderm,decademr,0.9533,2,0.9533,2,0.9833,2,0.8833,1,0.9833,2,1
decaderm,decdaerm,1.0,0,1.0,0,0.9375,1,1.0,0,0.9708,2,1
decapryn,decapryn,0.8933,1,0.8933,1,0.95,1,0.8667,1,0.9,2,0
decapryn,decapryn,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
decapryn,decaprync,0.9722,1,0.9722,1,0.9926,1,1.0,0,0.9926,1,1
decapryn,decaupryn,1.0,0,1.0,0,1.0,0,1.0,0,0.9778,1,1
decapryn,decaprny,0.8933,2,0.8933,2,0.95,2,0.8667,2,0.9306,2,0
decapryn,decaprny,1.0,0,1.0,0,0.9667,2,1.0,0,0.9833,2,1
decapryn,decparyn,1.0,0,1.0,0,0.9708,2,1.0,0,0.9708,2,1
decaspray,decaspray,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
decaspray,decasprray,1.0,0,1.0,0,1.0,0,1.0,0,0.99,1,1
decaspray,decasray,0.9533,1,0.9533,1,0.9792,1,0.8833,1,0.9815,1,1
decaspray,decasxpray,0.9333,2,0.9333,2,0.9815,1,1.0,0,0.9833,1,1
decaspray,deckaspray,1.0,0,1.0,0,1.0,0,1.0,0,0.9767,1,1
declomycin,declomycin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
declomycin,declodmycin,0.9667,1,0.9667,1,0.9848,1,0.8833,1,0.9848,1,1
declomycin,declomyccin,0.9333,1,0.9333,1,1.0,0,1.0,0,0.9939,1,1
declomycin,declomykcin,0.9714,1,0.9714,1,1.0,0,1.0,0,0.9909,1,1
declomycin,decloymcin,1.0,0,1.0,0,0.9003,2,1.0,0,0.9833,2,1
definity,definity,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
definity,ddefinity,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
definity,definipty,0.9533,1,0.9533,1,0.9852,1,0.8833,1,0.9852,1,1
definity,definty,1.0,0,1.0,0,0.9792,1,1.0,0,0.9792,1,1
definity,defnity,1.0,0,1.0,0,0.9375,1,1.0,0,0.9375,1,1
deflazacort,deflazacort,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
deflazacort,deflazacor,0.981,1,0.981,1,0.9933,1,1.0,0,1.0,1,1
deflazacort,deflazacot,0.9762,1,0.9762,1,0.9933,1,1.0,0,0.997,1,1
deflazacort,deflaazcort,1.0,0,1.0,0,0.9719,1,1.0,0,0.9848,2,1
deflazacort,dfelazacort,1.0,0,1.0,0,0.97,2,1.0,0,0.9727,2,1
deflazacort,edflazacort,0.9583,1,0.9583,1,0.8037,2,0.6667,3,0.9697,2,1
delalutin,delalutin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delalutin,delallutin,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
delalutin,delaluin,0.9533,1,0.9533,1,0.9704,2,0.8833,1,0.9852,1,1
delalutin,delaluin,0.8267,2,0.8267,2,0.9429,1,0.8667,1,0.9214,2,0
delalutin,delaluin,0.9467,1,0.9467,1,0.9708,1,0.8667,2,0.9417,2,0
delalutin,delalutiin,1.0,0,1.0,0,1.0,0,1.0,0,0.9933,1,1
delalutin,elalutin,0.7417,1,0.7417,1,0.7414,2,0.8333,1,0.963,1,1
delatestryl,delatestryl,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delatestryl,ddelatestryl,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
delatestryl,delateestryl,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
delatestryl,delatesrtyl,0.9714,2,0.9714,2,0.9909,2,1.0,0,0.9909,2,1
delaxin,delaxin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delaxin,delaxin,0.7389,2,0.7389,2,0.869,2,0.8333,1,0.869,2,0
delaxin,delaxin,0.7867,2,0.7867,2,0.9083,2,0.7333,2,0.9083,2,0
delaxin,ddelaxin,1.0,0,1.0,0,1.0,0,1.0,0,0.9625,1,1
delaxin,ddelaxin,0.7389,2,0.7389,2,0.869,2,0.8333,1,0.8333,2,0
delaxin,deaxin,0.94,1,0.94,1,0.8705,2,0.85,2,0.9619,1,1
delaxin,deaxin,0.8333,1,0.8333,1,0.8667,1,0.8333,1,0.6528,2,0
delaxin,deaxin,0.7833,2,0.7833,2,0.7389,2,0.6667,3,0.7778,2,0
delaxin,delaxn,1.0,0,1.0,0,0.9762,1,1.0,0,0.9762,1,1
delaxin,delaxn,0.8267,2,0.8267,2,0.9222,2,0.8667,1,0.8444,2,0
delaxin,delaxxin,1.0,0,1.0,0,1.0,0,1.0,0,0.9792,1,1
delcobese,delcobese,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delcobese,ddelcobese,1.0,0,1.0,0,1.0,0,1.0,0,0.97,1,1
delcobese,dealcobese,1.0,0,1.0,0,1.0,0,1.0,0,0.9733,1,1
delcobese,delcbese,1.0,0,1.0,0,0.9464,1,1.0,0,0.9778,1,1
delestrogen,delestrogen,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delestrogen,delestroen,0.9762,1,0.9762,1,0.9879,2,1.0,0,0.9939,1,1
delestrogen,deletrogen,0.9619,1,0.9619,1,0.9818,1,0.8667,2,0.9818,1,1
delestrogen,delstrogen,1.0,0,1.0,0,0.9088,1,1.0,0,0.9088,1,1
delestrogen,delestrogne,0.9762,1,0.9762,1,0.997,1,1.0,0,0.997,2,1
delflex,delflex,0.7389,2,0.7389,2,0.7825,2,0.5,3,0.7825,2,0
delflex,delflex,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delflex,delflex,0.825,3,0.825,3,0.9095,2,0.8833,1,0.9095,2,0
delflex,delfelex,1.0,0,1.0,0,0.9464,1,1.0,0,0.9464,1,1
delflex,delfflex,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
delflex,delflx,1.0,0,1.0,0,0.9246,2,1.0,0,0.9762,1,1
delflex,delflx,0.825,3,0.825,3,0.8667,2,0.8833,1,0.8667,2,0
delflex,dellex,0.6722,2,0.6722,2,0.8222,2,0.6667,3,0.7778,2,0
delflex,dellex,0.9111,2,0.9111,2,0.9333,2,0.7333,2,0.9667,1,1
delflex,dellex,0.5556,3,0.5556,3,0.7333,2,0.6667,2,0.7778,2,0
delflex,dellex,0.7333,2,0.7333,2,0.8756,2,0.7333,2,0.8444,2,0
delstrigo,delstrigo,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delstrigo,deelstrigo,1.0,0,1.0,0,1.0,0,1.0,0,0.9733,1,1
delstrigo,delstmrigo,0.9714,1,0.9714,1,0.9815,1,1.0,0,0.9833,1,1
delstrigo,delstrgigo,0.9762,1,0.9762,1,0.9685,1,1.0,0,0.9719,1,1
delstrigo,delstrgo,1.0,0,1.0,0,0.9833,1,1.0,0,0.9852,1,1
delstrigo,dpelstrigo,0.9571,1,0.9571,1,0.9667,1,0.85,2,0.97,1,1
delsym,delsym,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delsym,dellsym,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
delsym,delsymm,1.0,0,1.0,0,1.0,0,1.0,0,0.981,1,1
delsym,delsymq,0.96,1,0.96,1,0.981,1,1.0,0,0.981,1,1
delsym,desym,0.925,1,0.925,1,0.9556,1,0.85,2,0.9556,1,1
delsym,delysm,1.0,0,1.0,0,0.9611,2,1.0,0,0.9611,2,1
deltalin,deltalin,0.7867,2,0.7867,2,0.9083,2,0.7333,2,0.9083,2,0
deltalin,deltalin,0.7833,2,0.7833,2,0.7857,2,0.5,3,0.7857,2,0
deltalin,deltalin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
deltalin,deltaalin,1.0,0,1.0,0,1.0,0,1.0,0,0.9815,1,1
deltalin,deltailin,1.0,0,1.0,0,1.0,0,1.0,0,0.9606,1,1
deltalin,deltali,0.75,1,0.75,1,0.8311,1,0.75,1,0.7994,2,0
deltalin,deltali,0.96,1,0.96,1,0.9667,2,1.0,0,0.9875,1,1
deltalin,deltalin9,1.0,0,1.0,0,1.0,0,1.0,0,0.9926,1,1
deltalin,dletalin,0.7833,2,0.7833,2,0.7579,2,0.5,3,0.7579,2,0
deltalin,dletalin,1.0,0,1.0,0,0.9625,2,1.0,0,0.9625,2,1
deltasone,deltasone,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
deltasone,deltasne,1.0,0,1.0,0,0.9833,1,1.0,0,0.9852,1,1
deltasone,deltasne,0.6722,2,0.6722,2,0.8492,2,0.6667,2,0.869,2,0
deltasone,deltason5e,1.0,0,1.0,0,1.0,0,1.0,0,0.9933,1,1
deltasone,deltasoone,1.0,0,1.0,0,1.0,0,1.0,0,0.99,1,1
delzicol,delzicol,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
delzicol,delzicl,1.0,0,1.0,0,0.9833,1,1.0,0,0.9833,1,1
delzicol,delizcol,1.0,0,1.0,0,0.9708,2,0.8833,1,0.9708,2,1
delzicol,delziclo,1.0,0,1.0,0,0.9833,1,1.0,0,0.9833,2,1
delzicol,delziocl,1.0,0,1.0,0,0.9833,1,1.0,0,0.9792,2,1
demadex,demadex,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
demadex,ddemadex,1.0,0,1.0,0,1.0,0,1.0,0,0.8768,1,1
demadex,deadex,0.8333,1,0.8333,1,0.7833,2,0.8333,1,0.8056,2,0
demadex,deadex,0.7833,2,0.7833,2,0.7389,2,0.6667,3,0.6528,2,0
demadex,deadex,1.0,0,1.0,0,1.0,0,1.0,0,0.765,2,0
demadex,deadex,0.94,1,0.94,1,0.8705,2,0.85,2,0.9619,1,1
demadex,dema1dex,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
demadex,demaadex,1.0,0,1.0,0,1.0,0,1.0,0,0.975,1,1
demadex,edmadex,0.9444,1,0.9444,1,0.7937,2,0.5,3,0.9524,2,1
demerol,demerol,0.85,1,0.85,1,0.826,2,0.85,1,0.8794,2,0
demerol,demerol,0.5,2,0.5,2,0.6762,2,0.6667,2,0.6762,2,0
demerol,demerol,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
demerol,demeol,0.75,2,0.75,2,0.8578,2,0.7,3,0.8222,2,0
demerol,demeol,0.9333,1,0.9333,1,0.9429,2,0.8667,2,0.9714,1,1
demerol,deemrol,0.85,1,0.85,1,0.9111,1,0.85,1,0.8794,2,0
demerol,deemrol,1.0,0,1.0,0,0.9278,1,1.0,0,0.9619,2,1
demerol,demerolmy,0.96,1,0.96,1,0.9778,2,1.0,0,0.9778,2,1
denavir,denavir,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
denavir,denavir,0.7,2,0.7,2,0.8324,3,0.7,3,0.8794,2,0
denavir,deavir,0.925,1,0.925,1,0.8705,2,0.85,2,0.9619,1,1
denavir,deavir,0.75,2,0.75,2,0.8933,1,0.85,1,0.9111,2,0
denavir,denavnir,0.9533,1,0.9533,1,0.9792,1,0.8833,1,0.9792,1,1
denavir,enavir,0.85,1,0.85,1,0.9,1,0.85,1,0.725,2,0
denavir,enavir,0.8333,1,0.8333,1,0.7159,2,0.8333,1,0.9524,1,1
denavir,enavir,0.8833,1,0.8833,1,0.9444,1,0.8833,1,0.8222,2,0
denavir,enavir,0.7,2,0.7,2,0.8,2,0.7,2,0.8,2,0
denavir,ednavir,0.9333,1,0.9333,1,0.7937,2,0.6667,3,0.9524,2,1
dendrid,dendrid,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dendrid,dendrd,1.0,0,1.0,0,0.8476,4,1.0,0,0.9762,1,1
dendrid,dendrkid,0.9667,1,0.9667,1,0.9792,1,1.0,0,0.9792,1,1
dendrid,denndrid,1.0,0,1.0,0,1.0,0,1.0,0,0.9708,1,1
dendrid,endrid,0.96,1,0.96,1,0.9144,2,1.0,0,0.9222,2,0
dendrid,endrid,0.8267,2,0.8267,2,0.7556,2,0.8667,2,0.7556,2,0
dendrid,endrid,0.7,1,0.7,1,0.6825,2,0.8333,1,0.7857,1,1
dendrid,endrid,1.0,0,1.0,0,0.8889,1,0.8333,1,0.8492,2,0
dendrid,dnedrid,1.0,0,1.0,0,0.9571,2,1.0,0,0.9571,2,1
dental,dental,0.6667,2,0.6667,2,0.7778,2,0.6667,2,0.7778,2,0
dental,dental,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dental,dental,0.5,2,0.5,2,0.7778,2,0.6667,2,0.7778,2,0
dental,dental,0.7222,1,0.7222,1,0.8889,1,0.8333,1,0.7778,2,0
dental,dental,0.4667,3,0.4667,3,0.7778,2,0.6667,2,0.7778,2,0
dental,dental,0.94,1,0.94,1,0.7492,2,0.6667,3,0.7492,2,0
dental,dental,0.7222,1,0.7222,1,0.6972,2,0.8333,1,0.8222,2,0
dental,dental,0.5,2,0.5,2,0.7778,2,0.6667,2,0.7778,2,0
dental,denntal,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
dental,denteal,0.6722,2,0.6722,2,0.7492,4,0.6667,2,0.9048,2,0
dental,denteal,1.0,0,1.0,0,1.0,0,1.0,0,0.9714,1,1
dental,detnal,0.8667,1,0.8667,1,0.9222,1,0.8667,1,0.8444,2,0
dental,detnal,0.925,2,0.925,2,0.9556,2,0.925,2,0.9556,2,1
dental,edntal,0.9333,1,0.9333,1,0.7889,2,0.5,3,0.9444,2,1
dental,edntal,0.865,1,0.865,1,0.8222,2,0.5,3,0.8222,2,0
depacon,depacon,0.805,3,0.805,3,0.9238,1,0.85,1,0.8476,2,0
depacon,depacon,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depacon,depaco,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.981,1,1
depacon,depcon,1.0,0,1.0,0,0.9278,1,1.0,0,0.9667,1,1
depacon,depcon,0.6667,2,0.6667,2,0.7778,2,0.6667,2,0.7778,2,0
depacon,depcon,0.9333,1,0.9333,1,0.9611,1,0.8667,2,0.8756,2,0
depacon,depcon,0.8333,1,0.8333,1,0.6972,2,0.8333,1,0.8222,2,0
depacon,depcon,0.75,1,0.75,1,0.6528,2,0.5,2,0.6528,2,0
depacon,depoacon,1.0,0,1.0,0,1.0,0,1.0,0,0.9208,1,1
depakene,depakene,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depakene,depakene,0.8833,1,0.8833,1,0.9619,1,0.8833,1,0.9167,2,0
depakene,ddepakene,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
depakene,depakeone,1.0,0,1.0,0,1.0,0,1.0,0,0.9852,1,1
depakene,depakeone,0.8833,1,0.8833,1,0.9619,1,0.8833,1,0.9183,2,0
depakene,deupakene,1.0,0,1.0,0,1.0,0,1.0,0,0.9704,1,1
depakene,depakeen,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,2,1
depakote,depakote,0.8833,1,0.8833,1,0.9619,1,0.8833,1,0.9167,2,0
depakote,depakote,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depakote,depakoe,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.9833,1,1
depakote,depakoe,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.9345,2,0
depakote,depakoe,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.8857,2,0
depakote,depakotee,1.0,0,1.0,0,0.9875,1,1.0,0,0.9926,1,1
depakote,depakotte,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
depakote,depkote,1.0,0,1.0,0,0.9278,1,1.0,0,0.9708,1,1
depakote,epakote,0.8333,1,0.8333,1,0.7159,2,0.8333,1,0.9583,1,1
depen,depen,0.8,1,0.8,1,0.8933,1,1.0,0,0.765,2,0
depen,depen,0.75,2,0.75,2,0.8578,2,0.85,2,0.8578,2,0
depen,depen,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depen,depen,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.8222,2,0
depen,depen,0.7222,2,0.7222,2,0.7389,2,0.6667,3,0.8222,3,0
depen,ddepen,1.0,0,1.0,0,1.0,0,1.0,0,0.95,1,1
depen,depenn,1.0,0,1.0,0,1.0,0,1.0,0,0.9722,1,1
depen,deupen,0.75,2,0.75,2,0.7657,3,0.7,3,0.8794,2,0
depen,deupen,1.0,0,1.0,0,1.0,0,1.0,0,0.9556,1,1
depen,deupen,0.75,2,0.75,2,0.8578,2,0.85,2,0.8222,2,0
depen,deupen,0.7778,1,0.7778,1,0.8667,1,0.8333,1,0.7778,2,0
depen,deepn,1.0,0,1.0,0,0.9533,1,1.0,0,0.9467,2,1
depen,depne,1.0,0,1.0,0,0.9533,1,1.0,0,0.9533,2,1
depen,depne,0.75,2,0.75,2,0.8267,2,0.85,1,0.8578,2,0
depinar,depinar,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depinar,depinaar,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
depinar,dpinar,1.0,0,1.0,0,0.8571,1,1.0,0,0.9571,1,1
depinar,dpinar,0.6667,2,0.6667,2,0.7778,2,0.6667,2,0.7778,2,0
depinar,deipnar,1.0,0,1.0,0,0.9278,1,1.0,0,0.9619,2,1
depinar,depianr,1.0,0,1.0,0,0.9762,1,1.0,0,0.9714,2,1
depocyt,depocyt,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
depocyt,asdepocyt,0.7639,2,0.7639,2,0.7831,2,0.6667,3,0.9259,2,1
dermabet,dermabet,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dermabet,dermabe5t,1.0,0,1.0,0,1.0,0,1.0,0,0.9889,1,1
dermabet,dermabetp,0.9722,1,0.9722,1,0.9926,1,1.0,0,0.9926,1,1
dermabet,dermabett,1.0,0,1.0,0,1.0,0,1.0,0,0.9926,1,1
dermabet,dermabt,1.0,0,1.0,0,0.9833,1,1.0,0,0.9833,1,1
dermabet,derrmabet,1.0,0,1.0,0,1.0,0,1.0,0,0.9741,1,1
dermacort,dermacort,0.725,2,0.725,2,0.8952,2,0.75,3,0.8312,2,0
dermacort,dermacort,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dermacort,dermacortt,1.0,0,1.0,0,0.9653,2,1.0,0,0.9967,1,1
dermacort,dermacwort,1.0,0,1.0,0,0.9852,1,1.0,0,0.9867,1,1
dermacort,dermaort,0.9611,1,0.9611,1,0.9583,2,0.8833,1,0.9815,1,1
dermacort,dermaort,0.9067,1,0.9067,1,0.9097,3,0.8833,1,0.9167,2,0
dermatop,dermatop,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dermatop,ddermatop,1.0,0,1.0,0,1.0,0,1.0,0,0.9667,1,1
dermatop,dermabtop,0.9144,1,0.9144,1,0.9815,1,0.8833,1,0.9815,1,1
dermatop,dgermatop,0.7417,1,0.7417,1,0.9167,1,0.85,2,0.9667,1,1
dermatop,edrmatop,0.9444,1,0.9444,1,0.7976,2,0.6667,3,0.9583,2,1
dermotic,dermotic,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
dermotic,dermoti,0.96,1,0.96,1,0.9667,2,1.0,0,0.9875,1,1
dermotic,dermottic,1.0,0,1.0,0,1.0,0,1.0,0,0.9852,1,1
dermotic,drmotic,0.6222,2,0.6222,2,0.8095,2,0.6667,2,0.8095,2,0
dermotic,drmotic,1.0,0,1.0,0,0.8554,1,1.0,0,0.9625,1,1
dermotic,dermoitc,1.0,0,1.0,0,0.9833,1,1.0,0,0.9792,2,1
dermotic,edrmotic,0.9444,1,0.9444,1,0.7976,2,0.6667,3,0.9583,2,1
descovy,descovy,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
descovy,descovry,0.96,1,0.96,1,0.9833,1,0.8833,1,0.9833,1,1
descovy,descovxy,0.9333,2,0.9333,2,0.9833,1,0.8833,1,0.9833,1,1
descovy,descoyv,1.0,0,1.0,0,0.9381,2,1.0,0,0.9762,2,1
deserpidine,deserpidine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
deserpidine,deserpidie,0.9722,1,0.9722,1,0.9793,2,1.0,0,0.997,1,1
deserpidine,deserpidin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,1,1
deserpidine,deserpdiine,1.0,0,1.0,0,0.9719,1,1.0,0,0.9879,2,1
desflurane,desflurane,0.7778,2,0.7778,2,0.6667,3,0.6667,2,0.8963,2,0
desflurane,desflurane,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
desflurane,debsflurane,0.9571,1,0.9571,1,0.9733,1,0.75,2,0.9758,1,1
desflurane,desfllurane,1.0,0,1.0,0,1.0,0,1.0,0,0.9848,1,1
desflurane,desfluranee,1.0,0,1.0,0,0.9967,1,1.0,0,1.0,1,1
desflurane,desflurrane,1.0,0,1.0,0,1.0,0,1.0,0,0.9909,1,1
desloratadine,desloratadine,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
desloratadine,deslloratadine,1.0,0,1.0,0,1.0,0,1.0,0,0.9857,1,1
desloratadine,deslorawtadine,1.0,0,1.0,0,1.0,0,1.0,0,0.9929,1,1
desloratadine,dessloratadine,1.0,0,1.0,0,1.0,0,1.0,0,0.9833,1,1
desloratadine,desloratdaine,0.9762,1,0.9762,1,0.9884,1,1.0,0,0.9949,2,1
desogen,desogen,0.6667,2,0.6667,2,0.6762,2,0.5,2,0.8095,2,0
desogen,desogen,0.85,1,0.85,1,0.9238,1,1.0,0,0.7386,2,0
desogen,desogen,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
desogen,desogen,0.8267,2,0.8267,2,0.9429,1,1.0,0,0.8857,2,0
desogen,desogen,0.9333,1,0.9333,1,0.9429,2,0.8667,2,0.9429,1,0
desogen,desgen,0.9333,1,0.9333,1,0.9611,1,1.0,0,0.8944,2,0
desogen,desgen,0.75,2,0.75,2,0.8578,2,0.85,1,0.8578,2,0
desogen,desgen,0.7,2,0.7,2,0.8222,2,0.7,3,0.8222,2,0
desogen,desgen,1.0,0,1.0,0,0.9278,1,0.8667,2,0.9667,1,1
desogen,desoge,0.8222,1,0.8222,1,0.92,1,0.8667,1,0.9095,2,0
desogen,desoge,0.75,2,0.75,2,0.7867,2,0.8667,1,0.8222,2,0
desogen,desoge,0.9417,1,0.9417,1,0.9524,2,0.8833,1,0.981,1,1
desogen,desogenn,0.9333,1,0.9333,1,0.9429,2,0.8667,2,0.9214,2,0
desogen,desogenn,1.0,0,1.0,0,1.0,0,1.0,0,0.9875,1,1
desogestrel,desogestrel,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1
desogestrel,desogesrtrel,0.9464,1,0.9464,1,0.9826,1,1.0,0,0.9826,1,1
desogestrel,desogestrelk,0.9875,1,0.9875,1,1.0,1,1.0,0,1.0,1,1
desogestrel,desoggestrel,0.9238,1,0.9238,1,1.0,0,1.0,0,0.9861,1,1
